Month,Avg Temp (F),Max Temp (F),Min Temp (F),Avg Rel Hum (%),Max Rel Hum (%),Min Rel Hum (%),Avg Sol Rad (w/m^2),Max Sol Rad (w/m^2),Total Sol Rad (w/m^2),Avg Wind (mph),Max Wind (mph),Avg Barom (mb),Max Barom (mb),Min Barom (mb),Precip (in),Deep Well (ft),Shallow Well (ft),80 cm Soil (C),10 cm Soil (C)
8,66.88,82.24,55.67,83.92,95.9,58.46,194.31,1104,27787,1.02,17.1,1007.6,1011,1003,0.44,10.16,5.66,18.69,20.71
8,59.08,73.35,46.29,77.08,96.3,40.77,257.53,1093,36827,0.53,12.71,1011.15,1013,1009,0,10.41,6.04,18.73,19.61
8,63.53,75.83,50.2,75.56,96.3,47.51,227.24,1048,32496,1.35,17.54,1011.73,1014,1008,0,10.6,6.17,18.63,19.27
8,67.96,73.47,63.01,85.45,95.5,75.5,69.48,486,9936,1.75,18.85,1006.96,1009,1006,0.27,10.72,6.25,18.51,19.61
8,67.52,81.28,57.45,87.42,96.2,58.6,140.4,662,20078,0.1,5.26,1008.19,1011,1004,0.18,10.96,6.47,18.48,20.22
8,57.06,70.12,49.84,82.59,95.6,55.5,107.5,690,11825,0.81,22.14,1007.39,1013,998,0,9.26,1.21,18.95,18.78
8,60.27,76.78,48.06,79.22,96.4,39.9,260.64,859,37271,0.32,11.84,1014.97,1017,1013,0,7.41,1.36,18.59,19.01
8,62.23,78.8,49.96,84.14,96.4,48.62,178.25,975,22816,0.13,7.23,1017.63,1019,1017,0,6.4,1.49,18.4,19.16
9,67.2,79.5,56.14,80.76,96.1,49.28,211.92,869,30305,0.23,9.21,1016.88,1019,1015,0,5.89,1.63,18.26,19.59
9,66.75,78.8,56.14,75.74,93.5,45.98,249.06,847,35615,0.4,12.71,1014.29,1016,1012,0,5.65,1.77,18.22,19.99
9,67.72,78.57,59.11,86.58,95.3,67.66,107,472,15300,0,4.6,1009.51,1012,1008,0,5.58,1.92,18.26,19.97
9,66.69,72.99,61.48,93.33,95.6,83.1,53.78,440,7690,0.2,11.62,1005.47,1008,1004,2.15,5.66,1.04,18.45,20.77
9,59.8,63.97,55.9,91.97,95.7,81.1,81.66,472,11678,0.08,6.79,1012.73,1018,1008,1.06,5.03,0.82,18.66,19.74
9,57.9,61.84,55.54,91.61,94.7,85.7,33.55,273,4663,0.98,12.28,1016.96,1019,1015,1.87,4.5,0.77,18.59,18.42
9,63.18,75.36,56.86,90.45,95.8,67.79,110.67,612,15826,0.15,9.64,1013.17,1015,1010,0.47,4.12,0.78,18.4,18.47
9,65.18,75.36,57.22,83.22,96,41.76,220.82,856,31135,0.74,16,1007.37,1010,1005,0,3.9,1.05,18.21,19.53
9,59.78,72.27,49.12,83.04,95.9,54.05,156.93,1041,21500,0.46,14.91,1013.58,1016,1011,0.01,3.87,1.3,18.05,18.69
9,64.73,72.5,58.51,81.51,94.8,55.77,115.47,797,15934,0.22,17.54,1008.63,1011,1006,0,4.09,1.63,17.82,19.26
9,54.12,59.95,40.1,91.66,95.9,70.9,32.16,245,4534,0.39,18.19,1009.16,1013,1007,0.24,4.25,1.56,17.8,18.61
9,46.64,58.6,36.19,74.65,96.6,40.31,236.71,962,33613,1.38,17.97,1018.13,1022,1012,0,4.35,1.62,17.72,16.67
9,47.11,62.19,35.83,80.38,96.2,39.98,168.06,792,24032,0.06,9.21,1024.87,1027,1022,0,4.47,1.83,17.46,15.84
9,50.47,66.2,39.51,77.76,96.4,36.41,215.32,831,29498,0.45,12.06,1025.16,1027,1023,0.01,4.7,2.05,17.13,15.63
9,49.91,67.39,35.13,76.23,96.6,37.4,231.14,775,32128,0.44,10.52,1019.24,1023,1014,0,4.92,2.34,16.83,15.3
9,55.48,62.06,47.71,92.38,96.1,82.7,40.42,205,5699,0.29,10.08,1013.97,1017,1012,0.19,5.14,2.3,16.59,15.43
9,65.17,73.13,61.59,94.24,99.6,76.9,51.59,363,6810,0.06,11.62,1014.78,1017,1013,0.73,5.51,2.02,16.17,17.21
9,64.9,70.81,59.43,95.78,99.9,79.75,67.72,320,9820,0.16,9.86,1014.01,1016,1010,0.65,5.54,1.28,16.1,17.71
9,66.82,72.79,58.12,94.37,99.6,76.23,76.02,430,10871,0.09,7.01,1012.28,1015,1009,0.02,5.15,1.16,16.25,18.26
9,63.79,74.08,56.77,92.32,100,69.53,159.84,879,23017,0.41,14.69,1014.35,1016,1012,0,4.7,1.38,16.42,18.33
9,65.18,80.06,56.77,88.3,99.9,55.34,185.05,703,26648,0.15,10.08,1011.43,1013,1009,0.01,4.55,1.53,16.51,18.51
9,65.81,74.08,60.46,78.55,97.7,59.16,116.9,937,16833,1.79,18.41,1011.19,1013,1008,0.3,4.74,1.84,16.66,18.85
9,60.32,66.45,53.42,94.88,99.3,85.4,33.95,395,4889,0.8,13.15,1001.49,1008,996,1.55,4.84,1.07,16.72,18.37
9,59.05,71.1,49.05,84.78,99.4,55.81,151.37,870,21797,0.62,18.85,1000.17,1001,999,0.01,4.44,1.18,16.82,17.4
10,48.22,56.43,42.17,94.96,98.9,90.4,33.25,173,4788,1.04,14.25,1001.95,1005,999,0.36,4.13,1.11,16.68,16.88
10,52.55,62.71,42.51,92.44,99.1,73.36,78.43,892,11294,0.3,11.84,1005.44,1008,1004,0.19,3.96,1.17,16.57,15.85
10,51.61,60.91,47.01,88.47,99.8,53.3,106.37,809,15317,0.16,12.49,1011.06,1013,1008,0.09,3.85,1.2,16.3,15.89
10,51.88,57.9,46.87,91.06,99.5,77.41,57.13,482,8227,0.9,15.34,1010.92,1012,1010,0.21,3.78,1.18,16.1,15.41
10,50.86,63.75,34.43,73.43,95,38.61,122.7,833,17669,1.43,19.73,1013.71,1019,1010,0,3.73,1.4,15.88,15.27
10,42.49,57.96,31.75,76.18,98.3,31.98,189.27,711,27255,0.84,16.88,1020.5,1022,1019,0,3.78,1.53,15.66,13.93
10,46.56,63,33.93,77.96,98.9,32.85,178.91,674,25764,0.3,8.33,1024.31,1026,1022,0,3.9,1.62,15.38,13.32
10,53.71,73.24,38.98,80.46,98.9,42.24,174.98,665,25198,0.21,8.99,1025.08,1027,1024,0,4.03,1.69,15.07,13.44
10,58.64,77.25,43.86,80.32,99.4,42.57,174.38,661,25110,0.3,10.08,1022.72,1025,1020,0,4.21,1.76,14.82,13.94
10,54.19,61.07,51.1,72.89,88.8,51.54,118.1,545,17006,1.51,14.03,1015.35,1018,1011,0,4.76,2.01,14.67,14.81
10,57.22,64.74,51.89,86.65,95.7,70.34,83.96,419,12091,2.07,15.34,1005.84,1011,1002,0.17,4.92,1.9,14.66,14.87
10,58.89,63.79,51.04,91.81,98.6,77.68,21.14,114,3044,2,21.92,994.39,1002,988,1.06,5,1.35,14.64,15.21
10,52.11,59.4,46.72,68.3,89.4,50.08,113.25,776,16309,2.7,24.55,994.96,1000,991,0.11,4.72,1.17,14.68,14.71
10,51.45,59.72,47.35,65.9,98,40.55,114.47,758,16484,1.99,23.67,1000.9,1004,997,0.14,4.38,1.46,14.62,13.92
10,49.56,59.54,38.82,69,95,34.95,132.26,718,19045,1.55,22.58,999.39,1001,997,0.04,4.3,1.42,14.48,13.65
10,49.66,60.73,38.82,64.55,96.5,35.49,100.62,640,14489,0.84,16.44,1005,1008,1001,0,4.29,1.66,14.31,12.83
10,51.63,58.12,42.35,79.88,96.3,51.79,25.15,226,3622,2.36,21.48,1003.69,1008,995,0.14,4.46,1.64,14.1,12.61
10,46.85,50.02,44.51,73.31,90.2,62,43.15,313,6214,1.32,12.28,1011.12,1013,1009,0,4.74,1.83,13.71,12.62
10,45.78,58.95,32.77,83.07,98.9,55.94,91.58,548,13188,1.27,17.54,1010.88,1014,1008,0.24,5.09,1.98,13.4,11.21
10,45.74,52.68,36.64,69.03,91.5,47.12,103.17,728,14856,3.21,25.21,1009.24,1011,1008,0.01,5.18,1.84,13.17,11.41
10,41.69,44.33,36.82,95.95,99.1,83.1,13.41,78,1931,0.11,5.48,1005.59,1011,1001,0.16,5.25,1.92,12.97,10.77
10,36.29,42.84,28.36,96.84,98.7,89,17.56,102,2528,0.74,9.21,1002.36,1009,1000,0.97,5.3,1.16,12.78,10.5
10,31.14,40.08,22.98,87.99,98.5,60.01,111.47,639,16051,0.52,12.06,1014.89,1018,1009,0.06,5.03,1.09,12.56,9.54
10,30.53,36.64,27.72,91.41,98.6,53.71,21.29,152,3066,0.89,17.97,1013.25,1018,1007,0.44,4.7,1.29,12.27,8.52
10,32.45,43.05,26.69,84.75,98.1,53.18,97.2,692,13997,2.16,23.45,1013.01,1020,1006,0.4,4.46,1.25,11.93,8.18
11,36.78,52.61,28.22,79.98,98.2,38.46,135.29,564,19482,0.2,7.23,1020.92,1022,1020,0,4.37,1.14,11.32,7.71
11,39.01,57,26.53,76,98,40.01,131.11,540,18880,0.32,9.21,1020.26,1023,1017,0,4.23,1.05,11.01,7.34
11,41.45,57.72,30.22,82.76,97.9,49.26,86.77,453,12495,0.34,8.11,1010.73,1016,1007,0,4.03,1,10.72,7.49
11,36.43,56.86,22.17,65.14,95.8,22.2,137.86,543,19852,0.33,10.08,1023.28,1026,1021,0,4.11,1.57,10.2,6.29
11,42.95,59.72,27.37,72.94,97.1,37.85,110.23,511,15872,0.31,9.64,1018.8,1021,1017,0,4.27,1.66,9.93,6.32
11,53,64.08,45.01,78.35,98.7,56.38,79.15,593,11397,0.37,11.84,1017.92,1019,1017,0,4.45,1.73,9.72,7.7
11,53.04,68.76,41.32,75.04,99.8,38.49,120.01,528,17282,1.47,18.85,1014.08,1017,1010,0,4.57,1.78,9.71,8.4
11,53.45,66.74,38.61,76.27,94.6,46.06,91.46,625,13170,2.78,17.76,1004.32,1010,998,0.01,4.68,1.83,9.77,9.24
11,37.09,41.14,33.6,76.4,89.3,55.7,57.06,433,8217,3.54,27.4,998.31,1005,995,0.02,4.79,1.87,9.88,8.97
11,39.67,50.5,31.93,59.91,79.82,38.21,81.42,441,11725,1.81,18.19,1009.21,1013,1006,0,4.95,1.98,9.92,7.78
11,46.74,62.6,31.75,57.41,88.4,29.55,94.56,692,13616,2.22,21.26,1010.1,1013,1006,0,5.11,2.06,9.79,7.33
11,52.13,60.46,47.53,68.87,98.9,42.38,48.73,380,7017,2.5,24.99,1003.47,1006,999,0.14,5.22,2.05,9.63,8.18
11,52.75,60.21,41.32,73.77,92.2,53.54,43.64,310,6284,1.65,18.41,1004.1,1009,999,0.02,5.32,2.01,9.62,9.21
11,46.41,55.06,37.45,92.72,99.2,72.44,35.37,269,5093,0.46,15.56,1004.94,1009,1001,0.28,5.42,2.05,9.71,8.92
11,38.63,51.69,24.01,49.93,90.9,26,103.91,489,14963,2.39,21.48,1017.86,1020,1015,0,5.59,2.29,9.49,6.11
11,51.31,63.27,40.98,56.51,70.78,46.71,81.46,522,11731,2.6,22.14,1011.98,1015,1010,0,5.67,2.41,9.17,6.83
11,36.02,47.86,23.83,69.11,90.1,44.64,97.8,527,14083,1.82,19.95,1018.86,1021,1014,0,5.8,2.57,9.01,7.62
11,34.51,37.78,30.56,92.62,97,85.7,15.94,115,2296,2.95,24.11,1004.26,1013,999,1.39,5.94,1.45,8.83,5.6
11,32.9,38.12,29.37,87.97,98.7,78.85,23,185,3312,0.84,15.78,1013.29,1015,1010,0,5.44,1.4,8.58,5.61
11,40.27,56.98,29.21,79.82,99.5,41.15,92.47,494,13316,0.26,11.18,1012.6,1014,1011,0,5.04,1.64,8.39,5.48
11,44.93,59.72,34.95,70.02,93,40.75,84.92,516,12229,0.32,11.84,1014.88,1017,1012,0,4.9,1.78,8.24,5.77
11,45.92,60.78,31.75,74.85,96.2,36.31,75.04,533,10806,1.65,21.26,1013.58,1016,1011,0,4.9,1.83,8.18,6.02
11,55.27,61.07,50.23,77.81,87.9,64.51,37.52,198,5403,0.92,18.63,1012.44,1014,1011,0,4.93,1.87,8.17,7.2
11,57.31,64.99,49.23,86.03,96.9,68,24.98,284,3597,2.38,23.24,1007.66,1013,997,0.28,5,1.86,8.28,8.31
12,31.55,39.52,25.2,68.43,91.9,40.74,93.96,441,13531,1.89,18.63,1014.81,1019,1007,0,4.85,1.73,8.71,7.44
12,33.27,45.05,22.48,74.9,94.4,40.8,67.88,464,9774,1.34,13.81,1019.92,1026,1017,0,4.89,1.86,8.66,5.78
12,33.02,44.91,27.19,69.55,92,35.14,94.66,438,13630,0.53,8.33,1028.75,1031,1025,0,5,1.94,8.39,5.54
12,38.69,49.66,29.59,73.81,88.7,51.52,85.87,427,12365,2.25,22.58,1024.1,1028,1021,0,5.09,1.98,8.15,5.03
12,50.88,58.75,38.08,92.45,99.3,82,29.56,226,4257,1.77,17.1,1010.24,1015,1008,0.58,5.19,1.59,7.83,6.96
12,29.36,33.75,24.01,91.73,99,76.37,5.84,54,841,0.8,20.82,1007.51,1018,994,0.51,4.58,0.97,8.01,6.09
12,29.53,36.9,22.64,86.96,97.7,63.41,22.44,149,3231,0.49,16.22,1017.27,1019,1016,0,4.19,1.04,7.94,5.65
12,29.11,34.32,20.46,68.65,95.9,46.33,45.39,484,6537,2.74,21.26,1018.14,1023,1015,0,3.98,1.06,7.81,5.43
12,23.23,33.48,14.76,68.22,89.1,41.64,105.43,499,15182,0.37,9.64,1026.94,1029,1023,0,3.92,1.26,7.67,5.16
12,26.52,41.61,17.44,69.93,90.1,31.35,95.27,462,13718,0.11,6.36,1025.28,1027,1023,0,3.91,1.42,7.55,4.91
12,26.46,37.35,17.6,75.17,92,41.64,92.94,483,13383,0.61,11.18,1021.44,1022,1021,0,3.92,1.5,7.41,4.69
12,34,43.11,28.06,81.66,92.8,62.03,55.34,477,7968,0.29,10.74,1020.75,1023,1017,0,3.96,1.52,7.3,4.67
12,42.01,48.58,35.78,87.57,96.1,75.55,13.45,141,1936,4.21,26.52,1006.94,1017,999,0.35,3.94,1.12,7.17,4.7
12,13.84,22.05,8.33,66.68,85.3,35.12,90.22,443,12991,1.23,12.06,1016.26,1018,1014,0,3.65,1.49,6.91,3.19
12,28.5,41.67,9.16,65.43,84.4,50.23,63.41,489,9132,1.7,18.63,1009.56,1017,1005,0,3.75,1.64,6.73,2.31
12,30.71,38.93,22.17,69.13,87.5,39.95,55.48,427,6713,2.12,17.76,1012.26,1015,1005,0,3.85,1.68,6.46,2.51
12,41.82,51.76,27.19,90.21,99.3,62.14,7.3,86,760,1.65,17.32,1004.09,1013,998,0.45,3.89,1,6.2,3.03
12,43.13,50.58,38.59,83.1,97.7,65.67,33.31,360,4796,1.96,29.37,1008.97,1013,999,0.07,3.85,1.54,6.01,4.59
12,33.71,38.95,25.66,84.09,99.1,59.8,24.92,314,3588,2.2,29.59,1009.76,1016,1006,0.58,3.71,0.97,6.03,4.7
12,19.72,25.48,11.88,72.92,89.6,52.58,64.65,482,9310,1.74,14.47,1021.14,1024,1016,0,3.62,1.15,6.11,3.59
12,26.91,36.95,11.71,71.32,94.4,54.53,52.81,542,7604,2.25,21.48,1013.63,1023,1005,0,3.62,2.17,6.09,2.47
12,33.94,36.37,31.37,69.07,96.9,45.29,111.23,445,10567,3.73,25.21,1010.02,1016,1004,0,3.62,1.38,5.94,2.54
12,31.6,49.44,19.09,74.69,90.8,61.97,25.51,310,3673,4.34,39.46,992.26,1001,986,0.04,3.59,0.95,5.54,3.33
12,30.26,37.62,17.78,75.55,83.9,68.22,26.94,155,3879,0.59,10.08,1009.44,1010,1008,0,3.68,1.64,5.42,1.83
12,39.21,45.16,35.92,88.92,97.7,69.72,37.48,438,5396,1,13.81,1006.44,1009,1004,0.02,3.78,1.53,5.29,2.26
